strain_x	chrom	start	stop	length	boot	n010	n001	n011	n000	tot	ttout	strain_y	lineage	location	region
H413a	OphioH327chr_2	5400000	6800000	1400000	71	1887	1649	59038	1075557	1138131	0.029946813916460584	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	72	1812	1635	59060	1075624	1138131	0.029182187605824587	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	73	1795	1635	59410	1075291	1138131	0.028867194075071538	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	74	1849	1654	59448	1075180	1138131	0.02946272372493608	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	75	1838	1650	58809	1075834	1138131	0.029655324865241715	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	76	1841	1605	58910	1075775	1138131	0.029248005432014938	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	77	1821	1595	59291	1075424	1138131	0.028807070213017153	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	78	1806	1655	58997	1075673	1138131	0.029331999932199943	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	79	1731	1661	59437	1075302	1138131	0.028534414590238404	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	80	1820	1592	59029	1075690	1138131	0.02890104863711057	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	81	1763	1643	59162	1075563	1138131	0.028785368986849667	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	82	1791	1607	59482	1075251	1138131	0.028563262835815877	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	83	1795	1667	59584	1075085	1138131	0.02905142320085929	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	84	1832	1565	59324	1075410	1138131	0.028630908232755714	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	85	1848	1659	59342	1075282	1138131	0.029549054632469415	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	86	1835	1645	59539	1075112	1138131	0.02922454189690791	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	87	1839	1573	59085	1075634	1138131	0.028873656596428873	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	88	1792	1626	59074	1075639	1138131	0.028929816839895723	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	89	1787	1637	58907	1075800	1138131	0.029062759943639976	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	90	1739	1592	59486	1075314	1138131	0.027998184446760582	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	91	1791	1568	59378	1075394	1138131	0.028284886658358314	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	92	1759	1650	58982	1075740	1138131	0.028898647044861146	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	93	1788	1619	59445	1075279	1138131	0.028656741525780134	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	94	1852	1592	58954	1075733	1138131	0.029209213963429115	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	95	1778	1645	58841	1075867	1138131	0.02908686120222294	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	96	1834	1591	59262	1075444	1138131	0.02889710100907833	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	97	1805	1659	58903	1075764	1138131	0.029404274824711814	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	98	1799	1619	59257	1075456	1138131	0.028840474543091955	H413a	NOV	4	3
H413a	OphioH327chr_2	5400000	6800000	1400000	99	1773	1647	59294	1075417	1138131	0.028839342935204237	H413a	NOV	4	3
H986	OphioH327chr_2	5800000	6800000	1000000	0	702	785	40852	716975	759314	0.018199843336923528	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	1	729	720	40970	716895	759314	0.01768367097876495	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	2	681	729	40967	716937	759314	0.017208973075890352	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	3	707	762	40858	716987	759314	0.017976895589603015	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	4	712	784	40823	716995	759314	0.018323004188815127	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	5	709	726	40809	717070	759314	0.017581905952118407	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	6	689	721	40880	717024	759314	0.01724559686888454	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	7	693	761	41057	716803	759314	0.017707090142971966	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	8	704	707	40615	717288	759314	0.017370429644220114	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	9	705	732	40900	716977	759314	0.01756723716381418	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	10	662	719	40857	717076	759314	0.01690040874268791	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	11	713	684	40876	717041	759314	0.017088266953713672	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	12	640	750	41009	716915	759314	0.016947499329415493	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	13	694	748	41115	716757	759314	0.01753617901009364	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	14	706	720	40983	716905	759314	0.01739745748237074	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	15	689	782	40941	716902	759314	0.01796487628538629	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	16	721	779	40707	717107	759314	0.0184243496204584	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	17	691	793	40792	717038	759314	0.018189841145322613	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	18	701	788	40658	717167	759314	0.01831127945299818	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	19	718	759	41161	716676	759314	0.01794174096839241	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	20	680	701	40650	717283	759314	0.016986469864698647	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	21	686	796	41033	716799	759314	0.018058635732215535	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	22	673	792	40537	717312	759314	0.018069911438932332	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	23	707	776	40940	716891	759314	0.018111871030776747	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	24	678	718	41148	716770	759314	0.01696315738310489	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	25	680	726	40700	717208	759314	0.017272727272727273	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	26	734	756	40776	717048	759314	0.018270551304689034	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	27	728	745	40887	716954	759314	0.01801306038594174	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	28	688	778	41029	716819	759314	0.017865412269370447	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	29	720	760	41146	716688	759314	0.017984737277013562	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	30	672	781	40964	716897	759314	0.017735084464407774	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	31	708	727	40754	717125	759314	0.017605633802816902	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	32	673	762	40814	717065	759314	0.017579752045866613	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	33	714	701	41044	716855	759314	0.01723759867459312	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	34	635	754	40839	717086	759314	0.017005803276280027	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	35	734	768	40476	717336	759314	0.01855420496096452	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	36	684	764	40768	717098	759314	0.017759026687598115	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	37	701	752	40777	717084	759314	0.01781641611692866	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	38	689	764	40657	717204	759314	0.017869001647932706	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	39	674	740	40672	717228	759314	0.01738296616837136	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	40	729	744	40820	717021	759314	0.018042626163645274	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	41	679	703	40578	717354	759314	0.017028931933560056	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	42	727	734	40544	717309	759314	0.018017462509865825	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	43	685	777	41061	716791	759314	0.01780278122792918	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	44	708	795	40985	716826	759314	0.01833597657679639	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	45	726	757	40605	717226	759314	0.01826129786972048	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	46	719	725	40892	716978	759314	0.017656265284163163	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	47	689	748	40939	716938	759314	0.017550501966340164	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	48	655	749	40885	717025	759314	0.017170111287758347	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	49	678	736	41189	716711	759314	0.017164777003568915	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	50	651	770	40625	717268	759314	0.01748923076923077	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	51	667	740	40929	716978	759314	0.01718830169317599	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	52	697	761	40923	716933	759314	0.01781394325929184	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	53	708	759	41140	716707	759314	0.017829363150218765	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	54	709	770	41172	716663	759314	0.017961235791314485	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	55	682	736	41035	716861	759314	0.01727793347142683	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	56	734	707	41083	716790	759314	0.017537667648419054	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	57	707	754	41058	716795	759314	0.017791904135613035	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	58	716	771	40857	716970	759314	0.018197616075580684	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	59	694	763	40793	717064	759314	0.01785845610766553	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	60	715	748	40750	717101	759314	0.017950920245398773	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	61	672	776	40612	717254	759314	0.017827243179355856	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	62	658	774	40820	717062	759314	0.017540421362077414	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	63	689	740	40722	717163	759314	0.017545798339963656	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	64	688	746	40526	717354	759314	0.017692345654641464	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	65	661	706	40797	717150	759314	0.016753682868838396	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	66	695	688	40956	716975	759314	0.016883973044242603	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	67	702	764	40862	716986	759314	0.017938426900298565	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	68	723	789	40514	717288	759314	0.018660216221553044	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	69	688	739	40693	717194	759314	0.017533728159634335	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	70	716	755	41343	716500	759314	0.01779019422876908	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	71	683	701	40562	717368	759314	0.0170603027464129	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	72	676	751	40624	717263	759314	0.017563509255612446	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	73	656	750	40708	717200	759314	0.01726933280927582	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	74	677	667	41078	716892	759314	0.016359121670967428	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	75	772	712	40681	717149	759314	0.01823947297264079	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	76	669	792	40627	717226	759314	0.01798065326014719	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	77	733	767	40946	716868	759314	0.018316807502564352	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	78	739	745	40891	716939	759314	0.018145802254774888	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	79	663	786	40666	717199	759314	0.01781586583386613	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	80	722	750	41029	716813	759314	0.017938531282751226	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	81	706	772	40521	717315	759314	0.018237457120998987	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	82	715	728	40757	717114	759314	0.017702480555487402	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	83	669	798	40792	717055	759314	0.017981466954304765	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	84	727	747	40896	716944	759314	0.018021322378716745	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	85	715	758	40704	717137	759314	0.018094044811320754	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	86	691	782	40892	716949	759314	0.018010857869509928	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	87	713	729	40971	716901	759314	0.017597813087305656	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	88	739	767	40760	717048	759314	0.018473994111874385	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	89	716	765	40698	717135	759314	0.01819499729716448	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	90	734	747	40891	716942	759314	0.018109119366119683	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	91	681	730	41305	716598	759314	0.017080256627526935	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	92	724	726	40998	716866	759314	0.017683789453144055	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	93	700	758	40763	717093	759314	0.01788386526997522	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	94	731	776	40793	717014	759314	0.018471306351579928	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	95	685	757	40972	716900	759314	0.017597383579029582	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	96	735	691	40770	717118	759314	0.017488349276428748	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	97	699	727	40943	716945	759314	0.017414454241262242	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	98	716	736	40835	717027	759314	0.017778866168727807	H986	NOV	5	3
H986	OphioH327chr_2	5800000	6800000	1000000	99	704	771	41120	716719	759314	0.01793531128404669	H986	NOV	5	3
R108	OphioH327chr_8	600000	1000000	400000	0	430	404	15164	288409	304407	0.027499340543392245	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	1	422	417	15314	288254	304407	0.027393234948413215	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	2	438	432	15250	288287	304407	0.028524590163934428	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	3	451	450	15391	288115	304407	0.029270352803586513	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	4	440	432	15121	288414	304407	0.028834071820646782	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	5	442	408	15416	288141	304407	0.027568759730150494	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	6	414	414	15234	288345	304407	0.027176053564395432	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	7	406	437	15317	288247	304407	0.027518443559443755	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	8	445	449	15419	288094	304407	0.0289902068876062	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	9	421	395	15274	288317	304407	0.026712059709309937	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	10	430	419	15293	288265	304407	0.027757797685215458	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	11	447	424	15175	288361	304407	0.028698517298187808	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	12	433	442	15278	288254	304407	0.02863594711349653	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	13	431	433	15202	288341	304407	0.02841731351138008	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	14	429	462	15213	288303	304407	0.02928416485900217	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	15	433	415	15283	288276	304407	0.027743244127461885	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	16	441	428	15191	288347	304407	0.028602461984069516	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	17	475	396	15164	288372	304407	0.02871933526773938	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	18	446	426	15149	288386	304407	0.028780777609083107	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	19	408	438	15219	288342	304407	0.027794204612655235	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	20	442	447	15126	288392	304407	0.029386486843845035	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	21	407	446	15338	288216	304407	0.027806754466032077	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	22	481	423	15230	288273	304407	0.029678266579120156	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	23	463	400	15328	288216	304407	0.028151096033402923	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	24	464	410	15247	288286	304407	0.028661376008395092	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	25	396	421	15088	288502	304407	0.027074496288441146	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	26	430	388	15247	288342	304407	0.02682494917032859	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	27	503	432	15428	288044	304407	0.030302048224008296	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	28	444	435	15098	288430	304407	0.02910981586965161	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	29	464	409	15351	288183	304407	0.028434629665819815	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	30	416	454	15196	288341	304407	0.02862595419847328	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	31	429	432	15358	288188	304407	0.028030993618960803	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	32	399	424	15357	288227	304407	0.026795598098586965	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	33	451	414	15422	288120	304407	0.02804435222409545	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	34	436	408	15369	288194	304407	0.02745786973778385	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	35	446	431	15210	288320	304407	0.028829717291255753	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	36	430	449	15207	288321	304407	0.028901163937660287	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	37	476	398	15385	288148	304407	0.02840428989275268	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	38	449	416	15064	288478	304407	0.028710833775889538	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	39	429	417	15276	288285	304407	0.027690494893951294	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	40	461	459	15142	288345	304407	0.030379078061022323	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	41	437	480	15237	288253	304407	0.030091225306818927	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	42	408	431	15242	288326	304407	0.02752263482482614	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	43	409	437	15445	288116	304407	0.02738750404661703	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	44	419	427	15478	288083	304407	0.027329112288409355	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	45	467	400	15175	288365	304407	0.0285667215815486	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	46	441	444	15234	288288	304407	0.029046868846002362	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	47	442	423	15432	288110	304407	0.028026179367547952	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	48	441	444	15306	288216	304407	0.028910231281850256	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	49	437	408	15265	288297	304407	0.027677694071405176	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	50	448	422	15087	288450	304407	0.02883276993438059	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	51	408	408	15183	288408	304407	0.02687215965224264	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	52	431	383	15303	288290	304407	0.026596092269489644	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	53	442	417	15345	288203	304407	0.027989573150863475	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	54	449	444	15318	288196	304407	0.029148713931322626	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	55	445	420	15311	288231	304407	0.02824766507739534	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	56	398	414	15178	288417	304407	0.02674924232441692	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	57	437	415	15268	288287	304407	0.027901493319360756	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	58	435	436	15312	288224	304407	0.028441745036572624	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	59	441	424	15116	288426	304407	0.02861206668430802	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	60	394	466	15329	288218	304407	0.02805140583208298	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	61	433	430	15244	288300	304407	0.02830621884019942	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	62	404	436	15287	288280	304407	0.027474324589520507	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	63	412	450	15088	288457	304407	0.02856574761399788	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	64	442	438	15359	288168	304407	0.028647698417865748	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	65	414	413	15515	288065	304407	0.026651627457299387	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	66	444	430	15381	288152	304407	0.028411676744034848	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	67	457	429	15386	288135	304407	0.02879240868321851	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	68	439	451	15522	287995	304407	0.028668985955418117	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	69	442	453	15247	288265	304407	0.029350036072670033	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	70	477	391	15123	288416	304407	0.028698009654169146	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	71	439	441	15504	288023	304407	0.028379772961816305	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	72	400	444	15162	288401	304407	0.027832739744097085	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	73	438	428	15206	288335	304407	0.02847560173615678	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	74	444	415	15155	288393	304407	0.02834048168921148	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	75	428	452	15185	288342	304407	0.028975963121501483	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	76	453	403	15202	288349	304407	0.028154190238126563	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	77	457	436	15230	288284	304407	0.02931713722915299	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	78	431	442	15273	288261	304407	0.028579846788450207	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	79	415	410	15238	288344	304407	0.027070481690510566	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	80	453	428	15062	288464	304407	0.029245784092418004	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	81	468	431	15479	288029	304407	0.02903934362684928	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	82	435	395	15124	288453	304407	0.027439830732610422	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	83	460	405	15163	288379	304407	0.028523379278506893	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	84	463	435	15266	288243	304407	0.029411764705882353	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	85	425	414	15356	288212	304407	0.027318312060432403	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	86	433	434	15197	288343	304407	0.028525366848720143	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	87	461	435	15285	288226	304407	0.02930978083087995	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	88	416	420	15366	288205	304407	0.027202915527788623	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	89	442	431	15219	288315	304407	0.028681253696037846	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	90	463	419	15229	288296	304407	0.02895790925208484	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	91	413	471	15208	288315	304407	0.02906365071015255	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	92	456	445	15174	288332	304407	0.029688941610649795	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	93	444	415	15270	288278	304407	0.028127046496398165	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	94	443	429	15323	288212	304407	0.02845395810219931	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	95	422	465	15436	288084	304407	0.02873153666753045	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	96	442	423	15328	288214	304407	0.02821633611691023	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	97	451	419	15576	287961	304407	0.02792758089368259	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	98	403	447	15135	288422	304407	0.028080607862570203	R108	NOV	15	13
R108	OphioH327chr_8	600000	1000000	400000	99	434	425	15197	288351	304407	0.028262157004671974	R108	NOV	15	13
TR88	OphioH327chr_8	600000	1200000	600000	0	379	350	22553	455716	478998	0.016161929676761406	TR88	NOV	15	13
TR88	OphioH327chr_8	600000	1200000	600000	1	343	368	22486	455801	478998	0.0158098372320555	TR88	NOV	15	13
TR88	OphioH327chr_8	600000	1200000	600000	2	371	325	22294	456008	478998	0.01560958105319817	TR88	NOV	15	13
